id	sentence	cluster	count
0	 A security guard at an Illinois bar was shot and killed early Sunday by a police officer who arrived at the scene following reports of a shooting.	5	55
1	Jemel Roberson, 26, was shot by a Midlothian police officer who arrived at Manny's Blue Room Lounge in Robbins, Illinois, around 4 am on Sunday.	5	55
2	"According to a statement by Midlothian Police Department Chief Daniel Delaney, officers who arrived at the scene ""learned there were several gunshot victims inside the bar."""	5	55
3	"""Officers encountered a subject with a gun and was involved in an Officer involved shooting,"" the statement, which does not identify the police officer, said."	5	55
4	One witness told WGN9 that a drunk patron who was asked to leave the bar returned with a gun and opened fire inside.	5	55
5	According to witnesses who spoke to local reporters, Roberson apprehended the suspect until police arrived.	5	55
6	"""I guess when the police got there, they probably thought he was one of the bad guys, cause he had his gun on the guy and they shot him,"" Harris told Fox32."	5	55
8	 In the early hours of November 11, 26-year-old Jemel Roberson was working security at a bar in the Chicago suburbs when a shooting broke out.	5	55
9	Shortly after Roberson subdued the suspect at gunpoint, police arrived - and fatally shot the armed security guard as he pinned the suspect to the ground.	5	55
10	"In preliminary findings released on Tuesday, Illinois State Police (which is tasked with investigating the shooting) argued that the officer gave Roberson ""multiple verbal commands"" to drop his weapon before opening fire."	5	55
13	Coverage of Roberson's shooting has focused on exactly how long it took the officer to use his weapon after he arrived at the scene, and what commands, if any, were made before he opened fire.	5	55
14	Witness statements provided to media have suggested that the officer involved in the shooting did not react to cries that Roberson was a security guard.	5	55
15	But the statement from the state police argues that the responding officer had no way to know Roberson was security and that he only fired after Roberson did not respond to commands.	5	55
17	 A police officer fatally shot an armed security guard who witnesses say was trying to detain a man following a shooting at a suburban Chicago bar, authorities said.	5	55
18	Investigators said 26-year-old Jemel Roberson was pronounced dead shortly after being taken to a hospital following the shooting early on Sunday at Manny's Blue Room in Robbins, just south of Chicago.	5	55
19	Four other people were shot and wounded during the incident, including a man who police believe fired a gun before police arrived, the Cook county sheriff's spokeswoman, Sophia Ansari, said.	5	55
20	"When police arrived at the scene, Roberson was holding ""somebody on the ground with his knee in his back, with his gun in his back,"" witness Adam Harris told WGN-TV."	5	55
21	"An officer responding from nearby Midlothian encountered and shot ""a subject with a gun"", the Midlothian police chief, Daniel Delaney, said in a statement."	5	55
24	"Roberson was working to ""enough money together for a deposit on a new apartment"", said Hunter, the great uncle of Laquan McDonald, a black teenager fatally shot in 2014 by a white Chicago police officer."	5	55
25	Illinois state police are handling the investigation into Roberson's shooting.	5	55
