id	sentence	cluster	count
0	A security guard at an Illinois bar was shot and killed early Sunday by a police officer who arrived at the scene following reports of a shooting.	12	59
1	Jemel Roberson, 26, was shot by a Midlothian police officer who arrived at Manny's Blue Room Lounge in Robbins, Illinois, around 4 am on Sunday.	12	59
2	"According to a statement by Midlothian Police Department Chief Daniel Delaney, officers who arrived at the scene ""learned there were several gunshot victims inside the bar."""	12	59
3	"""Officers encountered a subject with a gun and was involved in an Officer involved shooting,"" the statement, which does not identify the police officer, said."	12	59
4	One witness told WGN9 that a drunk patron who was asked to leave the bar returned with a gun and opened fire inside.	12	59
5	According to witnesses who spoke to local reporters, Roberson apprehended the suspect until police arrived.	12	59
6	"""I guess when the police got there, they probably thought he was one of the bad guys, cause he had his gun on the guy and they shot him,"" Harris told Fox32."	12	59
10	In the early hours of November 11, 26-year-old Jemel Roberson was working security at a bar in the Chicago suburbs when a shooting broke out.	12	59
11	Shortly after Roberson subdued the suspect at gunpoint, police arrived - and fatally shot the armed security guard as he pinned the suspect to the ground.	12	59
12	"In preliminary findings released on Tuesday, Illinois State Police (which is tasked with investigating the shooting) argued that the officer gave Roberson ""multiple verbal commands"" to drop his weapon before opening fire."	12	59
15	Coverage of Roberson's shooting has focused on exactly how long it took the officer to use his weapon after he arrived at the scene, and what commands, if any, were made before he opened fire.	12	59
16	Witness statements provided to media have suggested that the officer involved in the shooting did not react to cries that Roberson was a security guard.	12	59
17	But the statement from the state police argues that the responding officer had no way to know Roberson was security and that he only fired after Roberson did not respond to commands.	12	59
18	Dorian Myrickes, a colleague of Roberson's and one of the people injured in the initial gunfight, told the Associated Press on Wednesday that he did not hear the police officer issue any commands.	12	59
20	A police officer fatally shot an armed security guard who witnesses say was trying to detain a man following a shooting at a suburban Chicago bar, authorities said.	12	59
21	Investigators said 26-year-old Jemel Roberson was pronounced dead shortly after being taken to a hospital following the shooting early on Sunday at Manny's Blue Room in Robbins, just south of Chicago.	12	59
22	Four other people were shot and wounded during the incident, including a man who police believe fired a gun before police arrived, the Cook county sheriff's spokeswoman, Sophia Ansari, said.	12	59
23	"When police arrived at the scene, Roberson was holding ""somebody on the ground with his knee in his back, with his gun in his back,"" witness Adam Harris told WGN-TV."	12	59
25	"An officer responding from nearby Midlothian encountered and shot ""a subject with a gun"", the Midlothian police chief, Daniel Delaney, said in a statement."	12	59
28	"Roberson was working to ""enough money together for a deposit on a new apartment"", said Hunter, the great uncle of Laquan McDonald, a black teenager fatally shot in 2014 by a white Chicago police officer."	12	59
29	Illinois state police are handling the investigation into Roberson's shooting.	12	59
30	When police arrived after reports of a shooting over the weekend at a bar outside Chicago, witnesses say Jemel Roberson, a 26-year-old security guard who worked there, had already subdued the alleged assailant in the parking lot, pinning him to the ground.	12	59
31	"Adam Harris, who was at Manny's Blue Bar in Robbins at the time of the incident on Sunday, told WGN-TV that Roberson was holding ""somebody on the ground with his knee in his back, with his gun in his back"" when officers from neighboring Midlothian got there early Sunday."	12	59
32	"Midlothian Police Chief Daniel Delaney said that's when one of his officers ""encountered a subject with a gun"" and shot him, according to a statement given to the media."	12	59
34	"On Tuesday, Illinois State Police issued a statement saying that ""a Midlothian Police Officer encountered a subject in plain black clothing with no markings readily identifying him as a Security Guard, armed with a gun in the west parking lot."""	12	59
35	"""According to witness statements, the Midlothian Officer gave the armed subject multiple verbal commands to drop the gun and get on the ground before ultimately discharging his weapon and striking the subject,"" the statement said."	12	59
40	An armed security guard at a bar in suburban Chicago was killed by police as he detained a suspected gunman, according to officials and witnesses.	12	59
41	After gunfire erupted around 04:00 local time on Sunday, Jemel Roberson, 26, chased down an attacker and knelt on his back until police arrived.	12	59
42	Moments after police came on the scene, an officer opened fire on Roberson, who was black, killing him.	12	59
44	Sophia Ansari, a spokeswoman for the Cook County Sheriff's office, said police were called to the scene after a fight broke out in the bar and four people were shot.	12	59
