sentence1_id	sentence2_id	sentence1	sentence2	similarity_score
0	0	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	1.0000033944379538
0	1	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	It has been marked, too, by mass murders in houses of worship-in recent years, the massacre of twenty-six people at a Baptist church in Sutherland Springs, Texas, last November, and the murder of nine African-American worshippers at Emanuel AME Church, in Charleston, South Carolina, by the white supremacist Dylann Roof.	0.6827348261140287
0	2	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	On Wednesday afternoon, a man named Gregory Bush allegedly shot and killed two African-American customers at a Kroger's supermarket in Jeffersontown, Kentucky, reportedly saying afterward, "Whites don't kill whites."	0.5653652988257818
0	3	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	But the massacres in Pittsburgh and Jeffersontown-and the pipe bombs sent to a dozen Democratic leaders this week, allegedly by the Trump supporter Cesar Sayoc-share some obvious common causes.	0.4808645462617278
0	4	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	They are the toxic politics of the President, and the racist, nationalist fervor that has been inflamed by his rise, and the success and the militancy of the gun lobby, which for decades has refused to acknowledge the obvious: that one way to have fewer killings is to make it harder for Americans to possess guns.	0.424256686528679
0	5	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Armed with an AR-15-style assault rifle and at least three handguns, a man shouting anti-Semitic slurs opened fire inside a Pittsburgh synagogue Saturday morning, killing at least 11 congregants and wounding four police officers and two others, the authorities said.	0.7023935904726386
0	6	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Pittsburgh residents embraced near Tree of Life Congregation after the shooting.Calling it the "most horrific crime scene" he had seen in 22 years with the FBI, Robert Jones, special agent in charge in Pittsburgh, said the synagogue was in the midst of a "peaceful service" when congregants were gunned down and "brutally murdered by a gunman targeting them simply because of their faith."	0.8415483171120286
0	7	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Police dispatchers received the first emergency calls at 9:54 am, Mr Jones of the FBI said, and police officers, including a SWAT team, were dispatched a minute later.	0.35419827327132225
0	8	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Mr Bowers had already shot and killed 11 people and was on his way out of the synagogue, Mr Jones said, when he encountered police officers and shot at them.	0.7080611248966306
0	9	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Ben Opie, 55, who can see the synagogue from his backyard, said his wife was about to leave their house to do some volunteer work when SWAT officers approached their home and said there was a gunman in the synagogue.	0.7231219206005335
0	10	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Eleven people have been killed, officials say, in a gun attack on a synagogue in the US city of Pittsburgh, Pennsylvania.	0.745023280614987
0	11	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Hundreds of people - from the neighbourhood and also all across Pittsburgh - later gathered for an interfaith vigil for the victims of the attack in Squirrel Hill.	0.7045111124170944
0	12	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	On Saturday morning, worshippers had gathered at the synagogue, in the Squirrel Hill neighbourhood, for a baby naming ceremony during the Sabbath.	0.6321013643173501
0	13	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Pittsburgh FBI's special agent in charge of the investigation, Bob Jones, told a press conference that Mr Bowers did not appear to be known to authorities prior to events on Saturday.	0.5359920396585949
0	14	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Former US President Barack Obama voiced a different position on the ongoing gun law debate, tweeting: "We have to stop making it so easy for those who want to harm the innocent to get their hands on a gun.	0.5101440183352679
0	15	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	The man accused of killing 11 Jews in an anti-Semitic attack at a Pittsburgh synagogue was charged in a 44-count indictment that includes federal hate crimes.	0.7145234121708199
0	16	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Suspect Robert Bowers, 46, "made statements indicating his desire to 'kill Jews'" in the shooting attack on Saturday, the Department of Justice said in its indictment Wednesday.	0.7735744293313473
0	17	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Grieving family, friends and neighbors of the 11 people gunned down at the Tree of Life synagogue meanwhile continued Wednesday with a series of funerals.	0.8035030623432249
0	18	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	Friends and family gathered at separate funerals to remember Joyce Fienberg, 75, Irving Younger, 69, and Melvin Wax, 88, who were among the 11 worshippers gunned down.	0.6134832801762968
0	19	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	President Donald Trump and the first lady, joined by the president's son-in-law Jared Kushner and daughter Ivanka Trump, visited the synagogue Tuesday afternoon.	0.2907649650296662
