id	sentence	cluster	count
0	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	23	12
3	It has been marked, too, by mass murders in houses of worship-in recent years, the massacre of twenty-six people at a Baptist church in Sutherland Springs, Texas, last November, and the murder of nine African-American worshippers at Emanuel AME Church, in Charleston, South Carolina, by the white supremacist Dylann Roof.	17	2
10	Armed with an AR-15-style assault rifle and at least three handguns, a man shouting anti-Semitic slurs opened fire inside a Pittsburgh synagogue Saturday morning, killing at least 11 congregants and wounding four police officers and two others, the authorities said.	24	2
13	"Pittsburgh residents embraced near Tree of Life Congregation after the shooting.Calling it the ""most horrific crime scene"" he had seen in 22 years with the FBI, Robert Jones, special agent in charge in Pittsburgh, said the synagogue was in the midst of a ""peaceful service"" when congregants were gunned down and ""brutally murdered by a gunman targeting them simply because of their faith."""	22	3
14	Last November, a gunman killed 26 worshipers at a church in Sutherland Springs, Tex., and in 2015, a white supremacist killed nine congregants in a church in Charleston, SC It came amid rising anxiety about illegal immigration and in a decade that has seen an uptick in hate crimes.	17	2
20	Eleven people have been killed, officials say, in a gun attack on a synagogue in the US city of Pittsburgh, Pennsylvania.	23	12
30	The man accused of killing 11 Jews in an anti-Semitic attack at a Pittsburgh synagogue was charged in a 44-count indictment that includes federal hate crimes.	23	12
31	"Suspect Robert Bowers, 46, ""made statements indicating his desire to 'kill Jews'"" in the shooting attack on Saturday, the Department of Justice said in its indictment Wednesday."	23	12
32	The charges include 11 counts of obstruction of free exercise of religious beliefs resulting in death and 11 counts of use and discharge of a firearm to commit murder during and in relation to a crime of violence.	7	2
40	A gunman who's believed to have spewed anti-Semitic slurs and rhetoric on social media barged into a Pittsburgh synagogue on Saturday and opened fire, killing 11 people in one of the deadliest attacks on Jews in US history.	23	12
41	The 20-minute attack at Tree of Life Congregation in the Squirrel Hill neighborhood left six others wounded, including four police officers who dashed to the scene, authorities said.	23	12
45	"Bob Jones, head of the FBI's Pittsburgh office, said that worshippers ""were brutally murdered by a gunman targeting them simply because of their faith,"" though he cautioned the shooter's full motive was not yet known."	22	3
50	Eight people are reportedly dead and more wounded after a gunman opened fire at a synagogue in Pittsburgh on Saturday morning.	23	12
53	KDKA reported that eight people had been killed and others were wounded, including the officers who exchanged gunfire with the gunman.	21	4
60	Eleven people were killed Saturday morning during a mass-shooting at The Tree of Life Synagogue in Pittsburgh, Pennsylvania, that ended in the arrest of a single suspect, Robert Bowers, and the recovery of multiple weapons.	22	3
65	Law enforcement officials engaged the suspect upon arriving, and two police officers and two SWAT officers were among the six victims who suffered non-fatal injuries, Mr Hissrich added.	21	4
66	Police arrested the suspect around 20 minutes after the first shots were fired and subsequently recovered weapons including an assault rifle and three handguns, Mr Jones told reporters.	21	4
71	burst into a Pittsburgh synagogue during Sabbath services, shooting and killing at least 11 people and wounding a half-dozen more, including four police officers, before surrendering.	24	2
76	The investigation will be led by the FBI in Philadelphia, and the shooting has been classified a federal hate crime, he said.	18	2
80	"The shooting rampage Saturday in a Pittsburgh synagogue that claimed 11 lives has been blamed on a man who authorities say spoke of ""his desire to kill Jewish people."""	23	12
81	In a 12-page criminal complaint, police say they received multiple calls at 9:54am Saturday (1354 GMT) of gunshots being fired in the Tree of Life synagogue in Pittsburgh's heavily Jewish Squirrel Hill neighborhood.	23	12
90	The suspected gunman behind Saturday's shooting in a Pittsburgh synagogue, which left 11 people dead and six more injured, has been formally charged, prosecutors said.	23	12
91	Robert Bowers, 46, was charged late Saturday with 29 federal counts of crimes of violence and firearms offenses after authorities say he carried out an anti-Semitic attack on Shabbat, the Jewish Sabbath.	23	12
93	Bowers is facing 11 counts of obstruction of exercise of religious beliefs resulting in death; 11 of use of a firearm to commit murder during and in relation to a crime of violence; four counts of obstruction of exercise of religious beliefs resulting in bodily injury to a public safety officer; and three counts of use and discharge of a firearm during and in relation to a crime of violence.	7	2
94	Pittsburgh Public Safety Director Wendell Hissrich said police were dispatched to Tree of Life Synagogue at 9:55 am after receiving calls describing an active-shooter situation in the city's predominantly Jewish Squirrel Hill neighborhood.	23	12
95	"Police Chief Scott Schubert said that two police officers were hit during initial contact with the shooter and that two SWAT team members were also struck ""during an engagement inside the building."""	21	4
97	"Tom Wolf said that the FBI is investigating the shooting as ""a hate crime."""	18	2
