id	sentence	cluster	count
6	"""I guess when the police got there, they probably thought he was one of the bad guys, cause he had his gun on the guy and they shot him,"" Harris told Fox32."	9	4
9	Shortly after Roberson subdued the suspect at gunpoint, police arrived - and fatally shot the armed security guard as he pinned the suspect to the ground.	14	5
17	 A police officer fatally shot an armed security guard who witnesses say was trying to detain a man following a shooting at a suburban Chicago bar, authorities said.	14	5
18	Investigators said 26-year-old Jemel Roberson was pronounced dead shortly after being taken to a hospital following the shooting early on Sunday at Manny's Blue Room in Robbins, just south of Chicago.	33	2
19	Four other people were shot and wounded during the incident, including a man who police believe fired a gun before police arrived, the Cook county sheriff's spokeswoman, Sophia Ansari, said.	19	2
20	"When police arrived at the scene, Roberson was holding ""somebody on the ground with his knee in his back, with his gun in his back,"" witness Adam Harris told WGN-TV."	10	2
21	"An officer responding from nearby Midlothian encountered and shot ""a subject with a gun"", the Midlothian police chief, Daniel Delaney, said in a statement."	24	3
25	Illinois state police are handling the investigation into Roberson's shooting.	12	2
28	"Midlothian Police Chief Daniel Delaney said that's when one of his officers ""encountered a subject with a gun"" and shot him, according to a statement given to the media."	24	3
33	 An armed security guard at a bar in suburban Chicago was killed by police as he detained a suspected gunman, according to officials and witnesses.	14	5
38	"""The security guard that got killed, he caught somebody and had his knee on him the whole time,"" Mr Harris said."	4	2
39	"I guess when the police got there, they probably thought he was one of the bad guys, cause he had his gun on the guy and they shot him."""	9	4
42	 A black security guard at a bar in the Chicago suburbs was killed by the police as he apparently tried to detain a man he believed to be involved in a shooting, the authorities said Monday.	14	5
55	"I guess when the police got there, they probably thought he was one of the bad guys, cause he had his gun on the guy and they shot him."""	9	4
56	The Cook County Sheriff's Office is investigating the first shooting, while the State Police Public Integrity Task Force is investigating the police shooting.	12	2
61	" A police officer fatally shot an armed security guard who was wearing a hat with ""security"" emblazoned across the front and holding a man down following a shooting inside the suburban Chicago bar where the guard worked, an attorney for the guard's family said Monday after filing a federal lawsuit."	14	5
62	Jemel Roberson, 26, was pronounced dead shortly after being taken to a hospital early Sunday following the shooting at Manny's Blue Room in Robbins, just south of Chicago.	33	2
63	Four others were shot and wounded, including a man who police believe fired a gun before police arrived, Cook County sheriff's spokeswoman Sophia Ansari said.	19	2
64	"When police arrived at the scene, Roberson was holding ""somebody on the ground with his knee in his back, with his gun in his back,"" witness Adam Harris told WGN-TV."	10	2
65	"Investigators said the initial gunfire was reported around 4 am An officer responding from nearby Midlothian encountered and shot ""a subject with a gun,"" Midlothian Police Chief Daniel Delaney said in a statement."	24	3
73	"""The security guard that got killed, he caught somebody and had his knee on him the whole time,"" Harris told Fox32."	4	2
74	"I guess when the police got there, they probably thought he was one of the bad guys, 'cause he had his gun on the guy and they shot him,"" he said."	9	4
