id	sentence	cluster	count
0	Robert Bowers, who opened fire at the Tree of Life Synagogue, in Pittsburgh, this morning, killing at least eleven people, was not evasive about his intent.	9	25
5	Armed with an AR-15-style assault rifle and at least three handguns, a man shouting anti-Semitic slurs opened fire inside a Pittsburgh synagogue Saturday morning, killing at least 11 congregants and wounding four police officers and two others, the authorities said.	9	25
6	"Pittsburgh residents embraced near Tree of Life Congregation after the shooting.Calling it the ""most horrific crime scene"" he had seen in 22 years with the FBI, Robert Jones, special agent in charge in Pittsburgh, said the synagogue was in the midst of a ""peaceful service"" when congregants were gunned down and ""brutally murdered by a gunman targeting them simply because of their faith."""	9	25
7	Police dispatchers received the first emergency calls at 9:54 am, Mr Jones of the FBI said, and police officers, including a SWAT team, were dispatched a minute later.	7	2
8	Mr Bowers had already shot and killed 11 people and was on his way out of the synagogue, Mr Jones said, when he encountered police officers and shot at them.	9	25
9	Ben Opie, 55, who can see the synagogue from his backyard, said his wife was about to leave their house to do some volunteer work when SWAT officers approached their home and said there was a gunman in the synagogue.	9	25
10	Eleven people have been killed, officials say, in a gun attack on a synagogue in the US city of Pittsburgh, Pennsylvania.	9	25
11	Hundreds of people - from the neighbourhood and also all across Pittsburgh - later gathered for an interfaith vigil for the victims of the attack in Squirrel Hill.	9	25
15	The man accused of killing 11 Jews in an anti-Semitic attack at a Pittsburgh synagogue was charged in a 44-count indictment that includes federal hate crimes.	9	25
16	"Suspect Robert Bowers, 46, ""made statements indicating his desire to 'kill Jews'"" in the shooting attack on Saturday, the Department of Justice said in its indictment Wednesday."	9	25
17	Grieving family, friends and neighbors of the 11 people gunned down at the Tree of Life synagogue meanwhile continued Wednesday with a series of funerals.	9	25
20	A gunman who's believed to have spewed anti-Semitic slurs and rhetoric on social media barged into a Pittsburgh synagogue on Saturday and opened fire, killing 11 people in one of the deadliest attacks on Jews in US history.	9	25
21	The 20-minute attack at Tree of Life Congregation in the Squirrel Hill neighborhood left six others wounded, including four police officers who dashed to the scene, authorities said.	9	25
22	"""Our hearts break for the families of those killed and injured at the Tree of Life Synagogue, and for the entire Jewish community of Pittsburgh,"" Greenblatt said."	9	25
24	Eisenberg, the former synagogue president, said officials at Tree of Life had not gotten any threats that he knew of before the shooting.	9	25
25	Eight people are reportedly dead and more wounded after a gunman opened fire at a synagogue in Pittsburgh on Saturday morning.	9	25
26	Multiple law enforcement sources told local CBS affiliate KDKA and CNN that the gunman had been identified as Robert Bowers, 46.	9	25
28	"Police sources told KDKA that the suspected shooter made an anti-Semitic remark upon beginning the attack, shouting ""all Jews must die"" as he entered the building and opened fire."	9	25
30	Eleven people were killed Saturday morning during a mass-shooting at The Tree of Life Synagogue in Pittsburgh, Pennsylvania, that ended in the arrest of a single suspect, Robert Bowers, and the recovery of multiple weapons.	9	25
33	Law enforcement officials engaged the suspect upon arriving, and two police officers and two SWAT officers were among the six victims who suffered non-fatal injuries, Mr Hissrich added.	7	2
35	burst into a Pittsburgh synagogue during Sabbath services, shooting and killing at least 11 people and wounding a half-dozen more, including four police officers, before surrendering.	9	25
38	The suspect - identified by CBS affiliate KDKA as 46-year-old Robert Bowers, a bearded, heavyset resident of Pittsburgh - was armed with an AR-15-style assault rifle and two handguns, according to multiple reports.	9	25
40	"The shooting rampage Saturday in a Pittsburgh synagogue that claimed 11 lives has been blamed on a man who authorities say spoke of ""his desire to kill Jewish people."""	9	25
41	In a 12-page criminal complaint, police say they received multiple calls at 9:54am Saturday (1354 GMT) of gunshots being fired in the Tree of Life synagogue in Pittsburgh's heavily Jewish Squirrel Hill neighborhood.	9	25
45	The suspected gunman behind Saturday's shooting in a Pittsburgh synagogue, which left 11 people dead and six more injured, has been formally charged, prosecutors said.	9	25
46	Robert Bowers, 46, was charged late Saturday with 29 federal counts of crimes of violence and firearms offenses after authorities say he carried out an anti-Semitic attack on Shabbat, the Jewish Sabbath.	9	25
48	Pittsburgh Public Safety Director Wendell Hissrich said police were dispatched to Tree of Life Synagogue at 9:55 am after receiving calls describing an active-shooter situation in the city's predominantly Jewish Squirrel Hill neighborhood.	9	25
